molecule_id,family,y_true,y_score,cv_fold
5-5,graphmol_conf0,1,0.6939798383523731,1
6-2,graphmol_conf0,0,0.556880343224686,1
6-5,graphmol_conf0,0,0.7753916390050123,1
UUQU-4-N,graphmol_conf0,0,0.5839104091115959,1
NT3-2,graphmol_conf0,1,0.5441149536029918,1
NT3F-4,graphmol_conf0,0,0.7094454576013737,1
Sulfur-7,graphmol_conf0,1,0.7269474867169471,1
S3,graphmol_conf0,1,0.6739232642537732,1
O5,graphmol_conf0,1,0.722261050728573,1
SCUT1b,graphmol_conf0,1,0.5801873482700042,1
M-2-2,graphmol_conf0,1,0.9255142247954764,1
Li-11a,graphmol_conf0,0,0.7901780533137104,1
Li-22,graphmol_conf0,0,0.8300180458794298,1
06121KW,graphmol_conf0,0,4.517561107688786e-05,2
MJ01066,graphmol_conf0,0,0.056860377720775394,2
PR10004,graphmol_conf0,0,0.009721914886368836,2
08141KW,graphmol_conf0,0,0.010168263566177187,2
07099KW,graphmol_conf0,0,0.07335091142681151,2
AF01009,graphmol_conf0,0,0.00019616705558143693,2
08116KW,graphmol_conf0,0,0.007758328865252951,2
08131KW,graphmol_conf0,0,0.023658507821644578,2
6CB,graphmol_conf0,0,0.0007035469369377976,2
PCH-4,graphmol_conf0,0,0.0007432662574020418,2
PCH-5,graphmol_conf0,0,0.00132606858656234,2
PCH-7,graphmol_conf0,0,0.008844636615494592,2
EC1F,graphmol_conf0,1,0.51323713529504,2
EC3F,graphmol_conf0,1,0.6702567493486771,2
1O(M-O6)PEPEBNO2,graphmol_conf0,1,0.9006092262967327,2
6-6,graphmol_conf0,0,0.8703768437560434,2
NT3F-1,graphmol_conf0,1,0.6408772769868148,2
Sulfur-14,graphmol_conf0,1,0.1900407769411249,2
3CN,graphmol_conf0,1,0.6458039050777086,2
M-0-2,graphmol_conf0,1,0.9135786873441696,2
Li-4a,graphmol_conf0,0,0.6787379417315998,2
Li-9c,graphmol_conf0,1,0.6172304228755788,2
Li-19,graphmol_conf0,0,0.705750338183973,2
Li-23,graphmol_conf0,1,0.5210463688556388,2
06119KW,graphmol_conf0,0,0.0018617779331204175,3
MJ01071,graphmol_conf0,0,0.0047809997518795415,3
MJ01073,graphmol_conf0,0,0.0265287986629569,3
08119KW,graphmol_conf0,0,0.0033045866875271736,3
08123KW,graphmol_conf0,0,0.1853523014211391,3
7CB,graphmol_conf0,0,0.002380661727255462,3
5OCB,graphmol_conf0,0,0.00813905503864535,3
Comp35,graphmol_conf0,0,0.006567675353128731,3
PYP605,graphmol_conf0,0,0.4465479317703548,3
Comp113,graphmol_conf0,0,0.046896519363415726,3
BCH52F,graphmol_conf0,0,0.011838724213383351,3
I32,graphmol_conf0,0,0.005144157814956086,3
EC6F,graphmol_conf0,1,0.5272317123182846,3
