family,perm_id,auprc_null,auroc_null
dipole_prop,1,0.4066354611314548,0.5571484222828205
dipole_prop,2,0.3047186166454501,0.388235294117647
dipole_prop,3,0.3124041944727086,0.38223607323724196
dipole_prop,4,0.36815605727026,0.5407089988313205
dipole_prop,5,0.33959834837958963,0.45633034670821976
dipole_prop,6,0.31297076050906925,0.37834047526295284
dipole_prop,7,0.3355535500920266,0.49131281651733544
dipole_prop,8,0.3374796009324068,0.4431632255551227
dipole_prop,9,0.3019011489917299,0.3924425399298792
dipole_prop,10,0.2827996580705868,0.35286326451110245
dipole_prop,11,0.38357923858013665,0.5138293728087262
dipole_prop,12,0.293910913622382,0.38893650175301914
dipole_prop,13,0.2820998094209968,0.34881184261784187
dipole_prop,14,0.3663530561278793,0.5094663030775224
dipole_prop,15,0.40152019469459366,0.5710167510712895
dipole_prop,16,0.38122748026620146,0.5184261784183872
dipole_prop,17,0.342970870777944,0.47004285157771714
dipole_prop,18,0.39446639989177784,0.5474094273470977
dipole_prop,19,0.29126615383801907,0.37350993377483455
dipole_prop,20,0.307296434947868,0.39999999999999997
dipole_prop,21,0.32823240091688866,0.41885469419555904
dipole_prop,22,0.3623402745831342,0.5078301519283209
dipole_prop,23,0.29547573964702123,0.3719516945851188
dipole_prop,24,0.3585884288144906,0.48897545773276196
dipole_prop,25,0.30829897136885653,0.39696143358005453
dipole_prop,26,0.4515503340183208,0.5931437475652511
dipole_prop,27,0.3307810783673006,0.4476042072458123
dipole_prop,28,0.36372894503835723,0.5032333463186599
dipole_prop,29,0.3443672465483374,0.4898324892871056
dipole_prop,30,0.34883296023613075,0.4698870276587456
dipole_prop,31,0.38125958768363466,0.5435138293728088
dipole_prop,32,0.35822852825974805,0.5124269575379821
dipole_prop,33,0.364344100662823,0.5062719127386055
dipole_prop,34,0.37549597300085746,0.4970003895597974
dipole_prop,35,0.2990993980578145,0.4104402025710947
dipole_prop,36,0.3452584098378171,0.48601480327230234
dipole_prop,37,0.3669556296213463,0.4956758862485392
dipole_prop,38,0.34803845820849527,0.47308141799766257
dipole_prop,39,0.3906435186881182,0.5308920919361122
dipole_prop,40,0.3652860765302515,0.5121153097000389
dipole_prop,41,0.3759302409970292,0.5107128944292949
dipole_prop,42,0.3176653646661445,0.3989871445266849
dipole_prop,43,0.3543094413748622,0.4828204129333853
dipole_prop,44,0.3496935691163493,0.4748733930658356
dipole_prop,45,0.3574984817115526,0.5191273860537593
dipole_prop,46,0.32926755195319246,0.41721854304635764
dipole_prop,47,0.3410827426173502,0.4755746007012076
dipole_prop,48,0.36322198497925107,0.5231008959875341
dipole_prop,49,0.3336007391673256,0.41799766264121546
dipole_prop,50,0.39675796350741666,0.5527853525516166
dipole_prop,51,0.2826354567652944,0.36455005843396965
dipole_prop,52,0.3030085857808067,0.3973509933774835
dipole_prop,53,0.30046082568841426,0.3913517724970783
