family,perm_id,macro_auprc_null
dipole_prop,1,0.3602833056988613
dipole_prop,2,0.3503089682968276
dipole_prop,3,0.2792392337225255
dipole_prop,4,0.3442607732500827
dipole_prop,5,0.3124373987750872
dipole_prop,6,0.32675333339417784
dipole_prop,7,0.29471266625233944
dipole_prop,8,0.28818040291116637
dipole_prop,9,0.28436152614029203
dipole_prop,10,0.29474405563500206
dipole_prop,11,0.3250965637255472
dipole_prop,12,0.30351645220473833
dipole_prop,13,0.27449655008737855
dipole_prop,14,0.340273073853387
dipole_prop,15,0.3680045525723951
dipole_prop,16,0.3456951121015523
dipole_prop,17,0.33759571074563915
dipole_prop,18,0.34286790119042804
dipole_prop,19,0.3090810383431432
dipole_prop,20,0.28793534673658944
dipole_prop,21,0.3062292554240917
dipole_prop,22,0.3284534959687661
dipole_prop,23,0.30455980643567354
dipole_prop,24,0.3120630296452828
dipole_prop,25,0.2970228603409995
dipole_prop,26,0.37800228445383155
dipole_prop,27,0.3105021496670887
dipole_prop,28,0.33807502901482095
dipole_prop,29,0.3334731272748686
dipole_prop,30,0.30771241296614377
dipole_prop,31,0.3416093691884703
dipole_prop,32,0.3244327942357008
dipole_prop,33,0.34016601779835987
dipole_prop,34,0.34534245551845594
dipole_prop,35,0.2813103336146319
dipole_prop,36,0.3030891449952618
dipole_prop,37,0.3362154931289642
dipole_prop,38,0.3118860814391741
dipole_prop,39,0.34324746022364927
dipole_prop,40,0.3355973743506622
dipole_prop,41,0.35965224853030736
dipole_prop,42,0.31608715987545866
dipole_prop,43,0.32321364865440455
dipole_prop,44,0.3082744886077465
dipole_prop,45,0.323369981601727
dipole_prop,46,0.32445089867880444
dipole_prop,47,0.31820919792865154
dipole_prop,48,0.33279280251829085
dipole_prop,49,0.32314888347513343
dipole_prop,50,0.3498201189378179
dipole_prop,51,0.3125697466246638
dipole_prop,52,0.32698672957958547
dipole_prop,53,0.28194381465661517
dipole_prop,54,0.3001381588170531
dipole_prop,55,0.35308265518043447
dipole_prop,56,0.3160866778364429
dipole_prop,57,0.3480125663891889
dipole_prop,58,0.32025208504106195
dipole_prop,59,0.3335482815225033
dipole_prop,60,0.35675029852665885
dipole_prop,61,0.32333408954732856
dipole_prop,62,0.3244538241286272
dipole_prop,63,0.3587180195529664
dipole_prop,64,0.294907140614381
dipole_prop,65,0.3249961684243873
dipole_prop,66,0.318438025850938
dipole_prop,67,0.32519963170593974
dipole_prop,68,0.26779491031008973
dipole_prop,69,0.32654886126739885
dipole_prop,70,0.3070798306926055
dipole_prop,71,0.2883325378416977
dipole_prop,72,0.32618293278718397
dipole_prop,73,0.31399906155327695
dipole_prop,74,0.30399260236550113
dipole_prop,75,0.3056318369060317
dipole_prop,76,0.30555555811047164
