index,element,charge
0,H,0.128495
1,C,-0.079325
2,C,-0.065785
3,C,0.342432
4,N,-0.433564
5,C,-0.041271
6,H,0.119372
7,C,-0.269795
8,H,0.15586
9,C,0.104691
10,C,0.005294
11,H,0.038476
12,C,0.068743
13,H,0.008749
14,H,-0.000201
15,C,-0.208166
16,H,0.034018
17,H,0.042066
18,C,0.264
19,H,-0.038178
20,C,-0.080199
21,H,0.023561
22,H,0.030059
23,C,-0.09974
24,H,0.038874
25,H,0.022437
26,C,0.107452
27,H,-0.02009
28,H,-0.01159
29,C,-0.106879
30,H,0.020106
31,H,0.019949
32,C,-0.034738
33,H,0.011907
34,H,0.011618
35,C,0.209514
36,H,-0.024135
37,H,-0.031355
38,C,-0.335124
39,H,0.073934
40,H,0.0744
41,H,0.072774
42,C,-0.242744
43,H,0.049744
44,H,0.049704
45,C,0.054767
46,H,0.013816
47,H,-0.009456
48,C,-0.172481
49,H,0.108002
