index,element,charge
0,C,-0.025643
1,O,-0.304435
2,C,0.496861
3,C,-0.395315
4,C,0.085626
5,C,-0.320554
6,C,0.751362
7,O,-0.503536
8,O,-0.382154
9,C,0.489015
10,C,-0.381963
11,C,0.087395
12,C,-0.539222
13,C,0.839663
14,O,-0.507272
15,O,-0.454755
16,C,0.472451
17,C,-0.258416
18,C,-0.089487
19,C,-0.132599
20,N,0.812997
21,O,-0.435362
22,O,-0.439599
23,C,-0.046461
24,C,-0.316644
25,C,0.525349
26,O,-0.189821
27,C,-0.193486
28,C,-0.507554
29,C,-0.018241
30,C,-0.297665
31,H,0.094358
32,H,0.058866
33,H,0.065169
34,H,0.164945
35,H,0.09944
36,H,0.169757
37,H,0.11274
38,H,0.165215
39,H,0.140627
40,H,0.134951
41,H,0.186159
42,H,0.121041
43,H,0.099181
44,H,0.118265
45,H,0.199818
46,H,0.115255
47,H,0.133681
