index,element,charge
0,C,-0.417369
1,C,0.308961
2,O,-0.250544
3,C,0.380647
4,C,-0.40246
5,C,0.516531
6,O,-0.284661
7,C,-0.046532
8,C,-0.492689
9,C,0.144254
10,C,-0.484451
11,C,0.790813
12,O,-0.49454
13,O,-0.442895
14,C,0.502225
15,C,-0.359034
16,C,0.026198
17,C,-0.268664
18,C,0.747457
19,O,-0.488652
20,O,-0.414849
21,C,0.523133
22,C,-0.348474
23,C,-0.059046
24,C,-0.235791
25,N,0.816534
26,O,-0.44047
27,O,-0.412922
28,C,0.372152
29,F,-0.132462
30,C,-0.473157
31,C,-0.013558
32,C,-0.299764
33,H,0.0984
34,H,0.124632
35,H,0.130117
36,H,0.007097
37,H,0.008597
38,H,0.100033
39,H,0.095473
40,H,0.069573
41,H,0.072017
42,H,0.179789
43,H,0.105181
44,H,0.188085
45,H,0.105238
46,H,0.180342
47,H,0.156701
48,H,0.235178
49,H,0.119004
50,H,0.158622
