index,element,charge
0,C,-0.06896
1,O,-0.2743
2,C,0.58301
3,C,-0.530933
4,C,0.491801
5,F,-0.150402
6,C,-0.652595
7,C,0.852048
8,O,-0.480388
9,O,-0.390746
10,C,0.4979
11,C,-0.346702
12,C,0.03841
13,C,-0.437747
14,C,0.764007
15,O,-0.482027
16,O,-0.351866
17,C,0.546252
18,C,-0.564162
19,C,0.501065
20,F,-0.152547
21,C,-0.484831
22,C,0.475461
23,N,-0.437471
24,C,0.508098
25,F,-0.154555
26,C,-0.570205
27,C,0.502013
28,F,-0.182445
29,C,-0.524333
30,C,0.58628
31,F,-0.177588
32,C,-0.640676
33,H,0.105446
34,H,0.080309
35,H,0.079795
36,H,0.191539
37,H,0.178363
38,H,0.123182
39,H,0.246581
40,H,0.244472
41,H,0.23323
42,H,0.226217
