index,element,charge
0,C,-0.316025
1,C,0.15821
2,C,0.076348
3,C,-0.147219
4,O,-0.32305
5,C,0.497767
6,C,0.031221
7,C,-0.360049
8,C,0.488863
9,F,-0.16381
10,C,-0.571841
11,C,0.834476
12,O,-0.476152
13,O,-0.388354
14,C,0.441746
15,C,-0.257578
16,C,-0.126083
17,C,0.066743
18,C,0.073604
19,C,-0.368993
20,C,0.294475
21,F,-0.140765
22,C,0.042911
23,F,-0.105102
24,C,0.290992
25,F,-0.143317
26,C,-0.365623
27,C,-0.013782
28,N,0.756939
29,O,-0.376257
30,O,-0.408774
31,C,-0.395274
32,C,0.488672
33,F,-0.182484
34,C,-0.363565
35,O,-0.311838
36,C,-0.071577
37,H,0.078767
38,H,0.063302
39,H,0.080021
40,H,-0.014161
41,H,0.01059
42,H,0.022238
43,H,0.072995
44,H,0.117908
45,H,0.002398
46,H,0.157994
47,H,0.172155
48,H,0.138207
49,H,0.194583
50,H,0.189945
51,H,0.228995
52,H,0.167453
53,H,0.049301
54,H,0.101858
