index,element,charge
0,C,-0.045811
1,O,-0.292969
2,C,0.549262
3,C,-0.480559
4,C,0.123409
5,C,-0.454732
6,C,0.778105
7,O,-0.467986
8,O,-0.434509
9,C,0.471132
10,C,-0.281201
11,C,-0.01024
12,C,-0.279923
13,C,0.755914
14,O,-0.484112
15,O,-0.412331
16,C,0.528439
17,C,-0.362862
18,C,-0.043433
19,C,-0.248031
20,N,0.813659
21,O,-0.440453
22,O,-0.410578
23,C,0.396218
24,F,-0.136353
25,C,-0.490731
26,C,0.037545
27,C,-0.342799
28,C,0.432864
29,F,-0.155439
30,C,-0.464675
31,H,0.10047
32,H,0.0689
33,H,0.075632
34,H,0.181945
35,H,0.112717
36,H,0.156841
37,H,0.11765
38,H,0.186058
39,H,0.155918
40,H,0.235573
41,H,0.103206
42,H,0.180663
43,H,0.17761
