index,element,charge
0,H,0.135481
1,C,-0.121895
2,C,-0.141338
3,H,0.118238
4,C,0.109115
5,C,0.01926
6,C,-0.143908
7,H,0.118352
8,C,-0.172884
9,H,0.126876
10,C,0.15094
11,C,-0.159057
12,H,0.060441
13,H,0.051835
14,C,0.062598
15,H,-0.003656
16,H,-0.006096
17,C,-0.028897
18,H,0.048209
19,H,0.033389
20,C,0.111486
21,H,0.033801
22,H,0.036889
23,F,-0.23092
24,C,-0.239689
25,H,0.131365
26,C,-0.092115
27,H,0.109585
28,C,-0.138147
29,H,0.119607
30,C,-0.13015
31,H,0.141447
32,C,-0.022712
33,C,0.345155
34,N,-0.432604
