index,element,charge
0,H,0.136569
1,C,-0.116997
2,C,-0.169789
3,H,0.125103
4,C,0.16803
5,C,-0.08349
6,C,-0.098145
7,H,0.122036
8,C,-0.249732
9,H,0.116378
10,C,0.356651
11,O,-0.3211
12,C,0.267948
13,H,0.009234
14,H,0.002028
15,C,-0.288354
16,H,0.07851
17,H,0.069186
18,C,0.136434
19,H,-0.001876
20,H,-0.012648
21,C,0.120329
22,H,0.001073
23,H,-0.014379
24,C,-0.3839
25,H,0.098507
26,H,0.101523
27,C,0.180894
28,H,0.057356
29,H,0.051447
30,O,-0.113671
31,C,-0.081864
32,C,0.162568
33,F,-0.146317
34,C,0.054352
35,F,-0.080124
36,C,0.053938
37,F,-0.084783
38,C,0.11717
39,F,-0.094661
40,C,0.085995
41,F,-0.100353
42,C,-0.306128
43,H,0.15592
44,C,-0.03915
45,H,0.105818
46,C,-0.163219
47,H,0.122368
48,C,-0.117811
49,H,0.136763
50,C,-0.038114
51,C,0.353272
52,N,-0.440792
