index,element,charge
0,H,0.409265
1,O,-0.560208
2,C,0.655643
3,O,-0.520509
4,C,-0.157892
5,C,-0.068928
6,H,0.136431
7,C,-0.280007
8,H,0.109754
9,C,0.45748
10,O,-0.418938
11,C,0.395556
12,H,-0.024733
13,H,-0.025188
14,C,-0.172976
15,H,0.050168
16,H,0.049575
17,C,-0.02317
18,H,-5.6e-05
19,H,0.001202
20,C,0.265336
21,H,-0.048275
22,H,-0.046622
23,C,-0.29511
24,H,0.063653
25,H,0.063678
26,H,0.061446
27,C,-0.332283
28,H,0.157007
29,C,-0.029148
30,H,0.127849
