index,element,charge
0,C,-0.404987
1,C,0.271135
2,O,-0.265887
3,C,0.469782
4,C,-0.542453
5,C,0.519271
6,O,-0.26977
7,C,-0.075591
8,C,-0.366461
9,C,0.008004
10,C,-0.439449
11,C,0.785977
12,O,-0.510508
13,O,-0.437037
14,C,0.50417
15,C,-0.356523
16,C,0.008163
17,C,-0.230831
18,C,0.715334
19,O,-0.487771
20,O,-0.417315
21,C,0.455599
22,C,-0.292471
23,C,-0.069795
24,C,-0.05805
25,C,0.119462
26,C,-0.134899
27,C,-0.134256
28,C,-0.04703
29,N,0.78475
30,O,-0.431238
31,O,-0.428674
32,C,-0.14263
33,C,-0.126904
34,C,-0.053762
35,C,-0.320759
36,C,-0.031362
37,C,-0.301099
38,H,0.101674
39,H,0.118193
40,H,0.120899
41,H,0.02372
42,H,0.021902
43,H,0.143376
44,H,0.100631
45,H,0.072562
46,H,0.073256
47,H,0.1503
48,H,0.128252
49,H,0.187162
50,H,0.111146
51,H,0.159546
52,H,0.116929
53,H,0.121331
54,H,0.141291
55,H,0.141889
56,H,0.126756
57,H,0.11113
58,H,0.185222
59,H,0.117154
60,H,0.161547
