index,element,charge
0,H,0.249081
1,C,-0.51219
2,C,0.305485
3,F,-0.136342
4,C,0.0203
5,F,-0.109059
6,C,0.038873
7,O,-0.125531
8,C,0.042041
9,H,0.075323
10,H,0.078964
11,C,-0.174326
12,H,0.075925
13,H,0.057684
14,C,-0.016625
15,H,0.027819
16,H,0.014374
17,C,0.033847
18,H,0.00694
19,H,0.021574
20,C,-0.106385
21,H,0.063863
22,H,0.03269
23,C,0.136507
24,H,0.02672
25,H,0.033444
26,O,-0.332431
27,C,0.424149
28,C,-0.269726
29,H,0.124978
30,C,-0.105598
31,H,0.126989
32,C,-0.064996
33,C,0.211362
34,C,-0.243776
35,H,0.137877
36,C,-0.04766
37,H,0.138867
38,C,-0.243344
39,C,0.412605
40,N,-0.44051
41,C,0.393041
42,F,-0.164956
43,C,-0.356005
44,H,0.171852
45,C,-0.039419
46,H,0.113729
47,C,-0.340521
48,H,0.16387
49,C,0.090014
50,F,-0.147036
51,C,0.251269
52,F,-0.125619
