index,element,charge
0,C,-0.283212
1,C,0.075775
2,C,0.152604
3,C,-0.23508
4,C,0.141088
5,O,-0.347466
6,C,0.556712
7,C,-0.50664
8,C,0.499257
9,O,-0.395921
10,C,0.729301
11,O,-0.488519
12,C,-0.300938
13,C,-0.022532
14,C,-0.297437
15,C,0.487683
16,O,-0.303801
17,C,-0.014833
18,C,-0.386455
19,C,0.076388
20,C,-0.397116
21,C,0.050977
22,C,-0.491375
23,C,0.827565
24,O,-0.489553
25,O,-0.428634
26,C,0.499924
27,C,-0.315275
28,C,-0.071412
29,C,-0.245997
30,N,0.825342
31,O,-0.443746
32,O,-0.416581
33,C,0.386986
34,F,-0.137814
35,C,-0.474401
36,H,0.073077
37,H,0.066267
38,H,0.062348
39,H,-0.000188
40,H,-0.01265
41,H,-0.011751
42,H,0.007354
43,H,0.054591
44,H,0.057361
45,H,0.019692
46,H,0.066943
47,H,0.204994
48,H,0.115243
49,H,0.133192
50,H,0.090982
51,H,0.05825
52,H,0.05936
53,H,0.163803
54,H,0.101122
55,H,0.19373
56,H,0.12475
57,H,0.169932
58,H,0.159628
59,H,0.227104
