index,element,charge
0,H,0.183357
1,C,-0.248944
2,C,-0.240456
3,H,0.118622
4,C,0.426767
5,O,-0.405106
6,C,0.270105
7,H,-0.006944
8,H,-0.013584
9,C,-0.089027
10,H,0.037293
11,H,0.038352
12,C,0.168954
13,H,-0.03302
14,H,-0.03382
15,C,-0.207201
16,H,0.044838
17,H,0.046626
18,H,0.048518
19,C,-0.334537
20,H,0.16851
21,C,-0.146477
22,H,0.139983
23,C,0.273164
24,O,-0.384273
25,C,0.76099
26,O,-0.505324
27,C,-0.322178
28,C,0.009482
29,H,0.112539
30,C,-0.331577
31,H,0.116124
32,C,0.521205
33,O,-0.461541
34,C,0.369877
35,H,-0.022914
36,H,-0.022711
37,C,-0.005166
38,H,0.019256
39,H,0.019994
40,C,-0.143096
41,H,0.013396
42,H,0.012582
43,C,0.129654
44,H,-0.025487
45,H,-0.025604
46,C,0.178972
47,H,-0.032081
48,H,-0.033083
49,C,-0.305057
50,H,0.064112
51,H,0.064767
52,H,0.07099
53,C,-0.352429
54,H,0.161931
55,C,0.035997
56,H,0.104679
