index,element,charge
0,H,0.249428
1,C,-0.506658
2,C,0.278275
3,F,-0.12931
4,C,0.038663
5,F,-0.109776
6,C,0.092259
7,O,-0.267153
8,C,0.334509
9,H,0.020181
10,H,0.018075
11,C,-0.254912
12,H,0.066364
13,H,0.071988
14,C,-0.022387
15,H,0.001729
16,H,0.000512
17,C,0.275194
18,H,-0.037424
19,H,-0.039003
20,C,-0.27803
21,H,0.080467
22,H,0.05797
23,C,0.234826
24,H,0.018642
25,H,0.004827
26,O,-0.327054
27,C,0.371411
28,C,-0.253494
29,H,0.118553
30,C,-0.103328
31,H,0.121499
32,C,-0.067556
33,C,0.154276
34,C,-0.163239
35,H,0.123995
36,C,-0.118939
37,H,0.136634
38,C,-0.035765
39,C,0.35083
40,N,-0.438387
41,C,-0.11768
42,H,0.136687
43,C,-0.162184
44,H,0.122196
45,C,-0.040952
46,H,0.108538
47,C,-0.317377
48,H,0.16066
49,C,0.076829
50,F,-0.15987
51,C,0.246337
52,F,-0.121877
