index,element,charge
0,H,0.137277
1,C,-0.122416
2,C,-0.151235
3,H,0.121184
4,C,0.125057
5,C,0.035864
6,C,-0.14162
7,H,0.118213
8,C,-0.203099
9,H,0.139685
10,C,0.136306
11,C,-0.171937
12,H,0.04847
13,H,0.049252
14,C,0.163509
15,H,-0.023364
16,H,-0.021488
17,C,-0.027795
18,H,-0.000119
19,H,-6.7e-05
20,C,0.013388
21,H,-0.013535
22,H,-0.014536
23,C,0.099282
24,H,-0.029712
25,H,-0.030214
26,C,-0.005699
27,H,-0.008553
28,H,-0.009868
29,C,0.046037
30,H,-0.019885
31,H,-0.019584
32,C,0.085841
33,H,-0.024241
34,H,-0.023835
35,C,-0.031309
36,H,-0.003342
37,H,-0.003253
38,C,0.000387
39,H,0.017045
40,H,0.01649
41,C,0.197885
42,H,0.010793
43,H,0.010944
44,F,-0.253255
45,C,-0.195855
46,H,0.135885
47,C,-0.146146
48,H,0.117501
49,C,-0.153702
50,H,0.123447
51,C,-0.119692
52,H,0.136912
53,C,-0.029399
54,C,0.348612
55,N,-0.436511
