index,element,charge
0,H,0.388933
1,O,-0.615364
2,C,0.246669
3,H,-0.031377
4,H,-0.029688
5,C,0.024393
6,H,0.022939
7,H,0.022338
8,C,0.026755
9,H,0.00553
10,H,0.003292
11,C,-0.145796
12,H,0.045826
13,H,0.04586
14,C,0.151743
15,C,-0.207594
16,H,0.142641
17,C,-0.147866
18,H,0.120019
19,C,0.046746
20,C,0.128239
21,C,-0.160108
22,H,0.122878
23,C,-0.11158
24,H,0.134811
25,C,-0.035086
26,C,0.349754
27,N,-0.435948
28,C,-0.117657
29,H,0.137748
30,C,-0.160581
31,H,0.125562
32,C,-0.153893
33,H,0.119427
34,C,-0.197346
35,H,0.137779
